journal,abbreviation,year,contains_page,assignee,doi,comments,IF_5year,open,repro_inst,art_class,molecular,software_cite,software_avail,comp_mthds_avail,data_avail,software_used,category,bibtexkey,address,annote,author,booktitle,chapter,crossref,edition,editor,howpublished,institution,key,month,note,number,organization,pages,publisher,school,series,title,type,volume,url,issn,x.article.pm..title
Phytoparasitica,Phytoparasitica,2013,100,Zach,10.1007/s12600-012-0272-y,NA,0.948,BOTH,1,Applied,FALSE,2,1,0,0,Statistica,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NULL,NA,NA,NA,apr,NA,2,NA,143--148,NA,NA,NA,Prevention of pine wilt disease induced by \textit{{Bursaphelenchus xylophilus}} and \textit{{Monochamus galloprovincialis}} by trunk injection of emamectin benzoate,NA,41,NA,NA,NA
Phytoparasitica,Phytoparasitica,2013,101,Adam,10.1007/s12600-012-0275-8,NA,0.948,BOTH,1,Applied,FALSE,3,2,0,0,SPSS,NA,NA,NA,NA,"Miray Arli-Sokmen, Mehmet Ali Sevik",NA,NA,NA,NA,NULL,NA,NA,NA,apr,NA,2,NA,159--168,NA,NA,NA,"Spread of \textit{Tomato spotted wilt virus} from an internal virus source by thrips species in Samsun, Turkey",NA,41,NA,NA,NA
Phytoparasitica,Phytoparasitica,2015,97,Emerson,10.1007/s12600-014-0424-3,"Original random page number article not applicable, selected first prior article that was plant pathology",0.948,BOTH,1,Applied,TRUE,2,3,0,0,MEGA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytoparasitica,Phytoparasitica,2015,113,Adam,10.1007/s12600-014-0431-4,"Original random page number already represented in prior article, selected first following article that was plant pathology",0.948,BOTH,1,Applied,TRUE,3,2,0,3,MEGA,NA,NA,NA,NA,"Domenico Bertetti, Giuseppe Ortu, Maria Lodovica Gullino, Angelo Garibaldi",NA,NA,NA,NA,NULL,NA,NA,NA,apr,NA,2,NA,189--196,NA,NA,NA,Contamination of seeds of Iceland poppy ({\textit{Papaver nudicaule} L.} by \textit{{Fusarium oxysporum}},NA,43,NA,NA,NA
Phytoparasitica,Phytoparasitica,2016,107,Emerson,10.1007/s12600-015-0493-y,"Original random page number article not applicable, selected first prior article that was plant pathology",0.948,BOTH,1,Applied,FALSE,2,2,0,0,"Minitab, R",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytoparasitica,Phytoparasitica,2017,30,Kaique,10.1007/s12600-017-0570-5,NA,1.02,BOTH,1,Applied,FALSE,2,2,0,3,SPSS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytoparasitica,Phytoparasitica,2018,23,Kaique,10.1007/s12600-018-0644-z,NA,1.284,BOTH,1,Applied,FALSE,2,2,0,0,SAS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytoparasitica,Phytoparasitica,2018,171,Emerson,10.1007/s12600-018-0649-7,next plant disease article,0.948,BOTH,1,Applied,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytoparasitica,Phytoparasitica,2018,173,Emerson,10.1007/s12600-018-0663-9,next plant disease article,0.948,BOTH,1,Applied,FALSE,1,2,0,0,Genstat,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytoparasitica,Phytoparasitica,2013,2,Adam,10.1007/s12600-012-0256-y,NA,0.948,BOTH,1,Fundamental,TRUE,1,0,0,0,siRNA Target Finder,NA,NA,NA,NA,"Sunil Kumar, Ashvini Kumar Dubey, Ruma Karmakar, Kukkundoor Ramachandra Kini, Mathew Kuriyan Mathew Harischandra Sripathy Prakash",NA,NA,NA,NA,NULL,NA,NA,NA,feb,NA,1,NA,9--15,NA,NA,NA,Inhibition of virus infection by transient expression of short hairpin RNA targeting the methyltransferase domain of \textit{Tobacco mosaic virus} replicase,NA,41,NA,NA,NA
Phytoparasitica,Phytoparasitica,2013,91,Zach,10.1007/s12600-012-0271-z,NA,0.948,BOTH,1,Fundamental,FALSE,0,1,0,0,"ChemStation, Number Cruncher Statistical Systems NCSS 2007",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NULL,NA,NA,NA,apr,NA,2,NA,133--142,NA,NA,NA,A fungal elicitor enhances the resistance of tomato fruit to \textit{{Fusarium oxysporum}} infection by activating the phenylpropanoid metabolic pathway,NA,41,NA,NA,NA
Phytoparasitica,Phytoparasitica,2015,40,Adam,10.1007/s12600-014-0418-1,NA,0.948,BOTH,1,Fundamental,TRUE,0,2,0,0,MEGA,NA,NA,NA,NA,"Anurag Kumar Sahu, Chitra Nehra, R. K. Gaur",NA,NA,NA,NA,NULL,NA,NA,NA,feb,NA,1,NA,81--85,NA,NA,NA,Molecular diversity of monopartite \textit{begomovirus} coat protein and betasatellite associated with different crop species in India,NA,43,NA,NA,NA
Phytoparasitica,Phytoparasitica,2015,84,Adam,10.1007/s12600-014-0423-4,NA,0.948,BOTH,1,Fundamental,TRUE,3,2,0,0,"DNAMAN, MEGA, DnaSP, Network",NA,NA,NA,NA,"Charfeddine Gharsallah, Amina Ben Halima, Hatem Fakhfakh, Faten Gorsane",NA,NA,NA,NA,NULL,NA,NA,NA,feb,NA,1,NA,87--96,NA,NA,NA,Insights into the genetic diversity and the phylogenetic analysis of {Tunisian} isolates of \textit{Tomato chlorosis virus},NA,43,NA,NA,NA
Phytoparasitica,Phytoparasitica,2016,91,Zach,10.1007/s12600-015-0497-7,"Original random page number not applicable, selected first previous article that was plant pathology",0.948,BOTH,1,Fundamental,TRUE,0,2,0,2,"BLASTN, Clustal W, MEGA",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NULL,NA,NA,NA,feb,NA,1,NA,65--74,NA,NA,NA,Fasciation in \textit{{Crassula argentea}}: molecular identification of phytoplasmas and associated antioxidative capacity,NA,44,NA,NA,NA
Phytoparasitica,Phytoparasitica,2018,255,Emerson,10.1007/s12600-018-0650-1,next plant disease article,0.948,BOTH,1,Fundamental,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytoparasitica,Phytoparasitica,2018,146,Emerson,10.1007/s12600-018-0669-3,NA,0.948,BOTH,1,Fundamental,TRUE,2,3,0,NA,Primer Explorer,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytopathologia Mediterranea,Phytopathol Mediterr,2016,60,Adam,10.14601/Phytopathol_Mediterr-16429,"Original random page number was in previous article, next article selected",1.396,TRUE,0,Applied,FALSE,3,3,0,3,"ArcGIS, Maxent",NA,NA,NA,NA,"Luciano Bosso, Danilo Russo, Mirko Di Febbraro, Gennaro Cristinzio And Astolfo Zoina",NA,NA,NA,NA,NULL,NA,NA,NA,jan,NA,1,NA,62--72,NA,NA,NA,Potential distribution of \textit{{Xylella fastidiosa}} in Italy: a maximum entropy model,NA,55,NA,NA,NA
Phytopathologia Mediterranea,Phytopathol Mediterr,2016,44,Adam,10.14601/Phytopathol_Mediterr-16338,"Original random page number not applicable, selected first following article that was plant pathology",1.396,TRUE,0,Applied,FALSE,3,2,0,0,SPSS,NA,NA,NA,NA,"Yassine MABROUK, Sonia MEJRI, Imen HEMISSI, Omrane BELHADJ",NA,NA,NA,NA,NULL,NA,NA,NA,may,NA,1,NA,54--61,NA,NA,NA,Biochemical analysis of induced resistance in chickpea against broomrape (\textit{{Orobanche foetida}} by rhizobia inoculation,NA,55,NA,NA,NA
Phytopathologia Mediterranea,Phytopathol Mediterr,2012,175,Emerson,10.14601/Phytopathol_Mediterr-9693,NA,1.396,TRUE,0,Applied,FALSE,0,0,0,0,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Molecular characterization of an \textit{{Aspergillus} flavus} population isolated from maize during the first outbreak of aflatoxin contamination in {Italy},NA,NA,NA,NA,NA
Phytopathologia Mediterranea,Phytopathol Mediterr,2013,7,Emerson,10.14601/Phytopathol_Mediterr-10512,back to 2013 article,1.396,TRUE,0,Fundamental,FALSE,2,2,0,0,Statistica,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aggressiveness and host range of <em>Phoma medicaginis</em> isolated from <em>Medicago</em> species growing in Tunisia,NA,NA,NA,NA,NA
Phytopathologia Mediterranea,Phytopathol Mediterr,2016,140,Emerson,10.14601/Phytopathol_Mediterr-15776,NA,1.396,TRUE,0,Applied,TRUE,2,3,0,0,MEGA6,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytopathologia Mediterranea,Phytopathol Mediterr,2012,84,Zach,NA,NA,1.396,TRUE,0,Applied,FALSE,2,1,0,0,GenStat,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,1,NA,69--84,NA,NA,NA,"Yields and resistance of strawberry cultivars to crown and root diseases in the field, and cultivar responses to pathogens under controlled environment conditions",NA,51,NA,NA,NA
Phytopathologia Mediterranea,Phytopathol Mediterr,2014,24,Zach,10.14601/Phytopathol_Mediterr-11776,NA,1.396,TRUE,0,Applied,FALSE,1,2,0,0,MSTAT-C,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,1,NA,14-26,NA,NA,NA,"Evaluation of ear rot (\textit{{Fusarium verticillioides}} resistance and fumonisin accumulation in Italian maize inbred lines
",NA,53,NA,NA,NA
Phytopathologia Mediterranea,Phytopathol Mediterr,2017,12,Emerson,10.14601/Phytopathol_Mediterr-18769,NA,1.396,TRUE,0,Fundamental,TRUE,2,2,0,NA,"BioEdit, Clustal X, TreeView, MrBayes",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytopathologia Mediterranea,Phytopathol Mediterr,2017,144,Emerson,10.14601/Phytopathol_Mediterr-20358,NA,1.396,TRUE,0,Fundamental,TRUE,2,2,0,0,"Xcalibur, STATISTICA",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytopathology,Phytopathology,2018,52,Kaique,10.1094/PHYTO-03-17-0091-R,NA,3.67,BOTH,2,Applied,FALSE,2,3,0,0,R,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytopathology,Phytopathology,2014,19,Adam,10.1094/phyto-05-13-0119-r,NA,3.248,BOTH,2,Applied,FALSE,3,2,0,0,Statistix,ARTICLE,Parker_2014,NA,NA,"Jennifer K. Parker, Sarah R. Wisotsky, Evan G. Johnson, Faraj M. Hijaz, Nabil Killiny, Mark E. Hilf, Leonardo De La Fuente",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,15--26,Scientific Societies,NA,NA,Viability of `\textit{{Candidatus Liberibacter asiaticus}}' Prolonged by Addition of Citrus Juice to Culture Medium,NA,104,https://doi.org/10.1094%2Fphyto-05-13-0119-r,NA,NA
Phytopathology,Phytopathology,2015,43,Adam,10.1094/phyto-06-13-0175-r,NA,3.248,BOTH,2,Applied,FALSE,3,3,0,0,R,ARTICLE,Boateng_2015,NA,NA,"Kennedy Boateng, Kathy J. Lewis",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,69--79,Scientific Societies,NA,NA,Spore Dispersal by \textit{{Dothistroma septosporumin}} Northwest British Columbia,NA,105,https://doi.org/10.1094%2Fphyto-06-13-0175-r,NA,NA
Phytopathology,Phytopathology,2015,75,Adam,10.1094/phyto-06-14-0156-r,NA,3.248,BOTH,2,Applied,FALSE,3,3,3,2,STEMRUST_G,ARTICLE,Pfender_2015,NA,NA,"W. F. Pfender, L. B. Coop, S. G. Seguin, M. E. Mellbye, G. A. Gingrich, T. B. Silberstein",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,35--44,Scientific Societies,NA,NA,Evaluation of the Ryegrass Stem Rust Model {STEMRUST}{\_}G and Its Implementation as a Decision Aid,NA,105,https://doi.org/10.1094%2Fphyto-06-14-0156-r,NA,NA
Phytopathology,Phytopathology,2013,29,Zach,10.1094/phyto-12-11-0349,NA,3.248,BOTH,2,Applied,TRUE,2,2,0,2,"Fingerprinting II, Statistica, ARB, MOTHUR, SAS, BLAST",ARTICLE,Klein_2013,NA,NA,"Eyal Klein, Maya Ofek, Jaacov Katan, Dror Minz, Abraham Gamliel",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,23--33,Scientific Societies,NA,NA,Soil Suppressiveness to Fusarium Disease: Shifts in Root Microbiome Associated with Reduction of Pathogen Root Colonization,NA,103,https://doi.org/10.1094%2Fphyto-12-11-0349,NA,NA
Phytopathology,Phytopathology,2016,80,Emerson,10.1094/phyto-07-15-0171-r,NA,3.268,BOTH,2,Applied,TRUE,0,0,0,3,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytopathology,Phytopathology,2014,73,Zach,10.1094/phyto-02-13-0032-r,NA,3.248,BOTH,2,Fundamental,FALSE,2,1,0,0,ASReml,ARTICLE,Osorio_2014,NA,NA,"L. F. Osorio, J. A. Pattison, N. A. Peres, V. M. Whitaker",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,67--74,Scientific Societies,NA,NA,Genetic Variation and Gains in Resistance of Strawberry to \textit{{Colletotrichum gloeosporioides}},NA,104,https://doi.org/10.1094%2Fphyto-02-13-0032-r,NA,NA
Phytopathology,Phytopathology,2012,97,Adam,10.1094/phyto-03-11-0062,NA,3.248,BOTH,2,Fundamental,FALSE,0,0,0,0,NA,ARTICLE,Ramming_2012,NA,NA,"David W. Ramming, Franka Gabler, Joseph L. Smilanick, Dennis A. Margosan, Molly Cadle-Davidson, Paola Barba, Siraprapa Mahanil, Omer Frenkel, Michael G. Milgroom, Lance Cadle-Davidson",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,83--93,Scientific Societies,NA,NA,Identification of Race-Specific Resistance in North American \textit{{Vitis spp.}} Limiting \textit{{Erysiphe necator}} Hyphal Growth,NA,102,https://doi.org/10.1094%2Fphyto-03-11-0062,NA,NA
Phytopathology,Phytopathology,2012,89,Adam,10.1094/PHYTO-03-11-0085,NA,3.248,BOTH,2,Fundamental,FALSE,0,0,0,0,NA,ARTICLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,65--72,Scientific Societies,NA,NA,Variability in Fusarium Head Blight Epidemics in Relation to Global Climate Fluctuations as Represented by the El Ni{\~{n}}o-Southern Oscillation and Other Atmospheric Patterns,NA,102,https://doi.org/10.1094%2Fphyto-04-11-0125,NA,NA
Phytopathology,Phytopathology,2012,57,Emerson,10.1094/phyto-04-11-0125,DOI did not match with page number. Picked the previous article that matched.,3.248,BOTH,2,Fundamental,FALSE,2,2,0,0,SAS,ARTICLE,"Kriss_2012
",NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,NA,Scientific Societies,NA,NA,Variability in Fusarium Head Blight Epidemics in Relation to Global Climate Fluctuations as Represented by the El Niño-Southern Oscillation and Other Atmospheric Patterns,NA,102,https://doi.org/10.1094%2Fphyto-03-11-0085,NA,NA
Phytopathology,Phytopathology,2015,30,Adam,10.1094/phyto-04-14-0096-r,NA,3.248,BOTH,2,Fundamental,FALSE,2,2,0,0,SAS,ARTICLE,Berm_dez_Cardona_2015,NA,NA,"Maria Bianney Berm{\\'{u}}dez-Cardona, Jo{\\~{a}}o Am{\\'{e}}rico Wordell Filho, Fabr{\\'{\\i}}cio {\\'{A}}vila Rodrigues",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,26--34,Scientific Societies,NA,NA,Leaf Gas Exchange and Chlorophyll \textit{a} Fluorescence} in Maize Leaves Infected with \textit{{Stenocarpella macrospora}},NA,105,https://doi.org/10.1094%2Fphyto-04-14-0096-r,NA,NA
Phytopathology,Phytopathology,2017,93,Kaique,10.1094/PHYTO-04-16-0170-R,NA,3.2,BOTH,2,Fundamental,TRUE,2,2,0,0,SPSS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytopathology,Phytopathology,2013,98,Emerson,10.1094/phyto-05-12-0108-r,NA,3.248,BOTH,2,Fundamental,TRUE,2,1,0,0,"MEGA, MrBayes, FigTree",ARTICLE,Robinson_2013,NA,NA,"MEGAn D. Robinson, Timothy D. Murray",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,98--104,Scientific Societies,NA,NA,Genetic Variation of Wheat streak mosaic virus in the United States Pacific Northwest,NA,103,https://doi.org/10.1094%2Fphyto-05-12-0108-r,NA,NA
Phytopathology,Phytopathology,2014,80,Emerson,10.1094/phyto-05-13-0129-r,NA,3.248,BOTH,2,Fundamental,FALSE,2,2,0,0,SigmaStat,ARTICLE,Horn_2014,NA,NA,"Bruce W. Horn, Ronald B. Sorensen, Marshall C. Lamb, Victor S. Sobolev, Rodrigo A. Olarte, Carolyn J. Worthington, Ignazio Carbone",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,75--85,Scientific Societies,NA,NA,Sexual Reproduction in \textit{Aspergillus flavus} Sclerotia Naturally Produced in Corn,NA,104,https://doi.org/10.1094%2Fphyto-05-13-0129-r,NA,NA
Phytopathology,Phytopathology,2016,9,Emerson,10.1094/PHYTO-05-15-0127-RVW,"Original random page number not applicable, selected first following plant pathology article",3.248,BOTH,2,Fundamental,FALSE,3,3,3,0,R,ARTICLE,Thines_2016,NA,NA,"Marco Thines, Young-Joon Choi",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,6--18,Scientific Societies,NA,NA,"Evolution, Diversity, and Taxonomy of the \textit{{Peronosporaceae}}, with Focus on the Genus \textit{{Peronospora}}",NA,106,https://doi.org/10.1094%2Fphyto-05-15-0127-rvw,NA,NA
Phytopathology,Phytopathology,2017,120,Emerson,10.1094/PHYTO-05-16-0209-R,NA,3.248,BOTH,2,Fundamental,TRUE,2,3,0,0,"MEGA, PopART",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytopathology,Phytopathology,2016,59,Adam,10.1094/phyto-07-15-0166-r,NA,3.248,BOTH,2,Fundamental,FALSE,3,2,0,0,SPSS,ARTICLE,Yu_2016,NA,NA,"Ying Yu, Li Jiao, Shufang Fu, Ling Yin, Yali Zhang, Jiang Lu",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,56--64,Scientific Societies,NA,NA,Callose Synthase Family Genes Involved in the Grapevine Defense Response to Downy Mildew Disease,NA,106,https://doi.org/10.1094%2Fphyto-07-15-0166-r,NA,NA
Phytopathology,Phytopathology,2012,71,Emerson,10.1094/phyto-02-11-0040,NA,3.268,BOTH,2,Fundamental,TRUE,2,1,0,0,"SAS, GraphPad, Minitab",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytopathology,Phytopathology,2015,12,Zach,10.1094/phyto-02-14-0044-r,NA,3.268,BOTH,2,Fundamental,FALSE,0,0,0,0,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,1,NA,9--17,NA,NA,NA,Information Graphs for Binary Predictors,NA,105,NA,NA,NA
Plant Disease,Plant Dis,2012,68,Emerson,10.1094/pdis-02-11-0119,NA,3.268,BOTH,2,Applied,FALSE,0,0,0,0,NA,ARTICLE,Wan_2012,NA,NA,"Anmin Wan, Xianming Chen",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,67--74,Scientific Societies,NA,NA,"Virulence, Frequency, and Distribution of Races of \textit{{Puccinia striiformis}} f. sp. \textit{{tritici}} and \textit{{P. striiformis}} f. sp. \textit{{hordei}} Identified in the {United States} in 2008 and 2009",NA,96,https://doi.org/10.1094%2Fpdis-02-11-0119,NA,NA
Plant Disease,Plant Dis,2013,7,Adam,10.1094/pdis-02-14-0122-re,NA,3.268,BOTH,2,Applied,FALSE,3,2,0,0,SAS,NA,NA,NA,NA,"Johannes Petrus Louw, Lise Korsten",NA,NA,NA,NA,NULL,NA,NA,NA,jan,NA,1,NA,21--30,Scientific Societies,NA,NA,Pathogenicity and Host Susceptibility of \textit{{Penicillium}} spp. on Citrus,NA,99,NA,NA,NA
Plant Disease,Plant Dis,2014,75,Zach,10.1094/pdis-04-13-0449-re,NA,3.268,BOTH,2,Applied,FALSE,2,1,0,0,"SigmaPlot, SAS, InfoStat",ARTICLE,Vega_2014,NA,NA,"Byron Vega, MEGAn M. Dewdney",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,67--76,Scientific Societies,NA,NA,Distribution of {QoI} Resistance in Populations of Tangerine-Infecting \textit{{Alternaria alternata}} in Florida,NA,98,https://doi.org/10.1094%2Fpdis-04-13-0449-re,NA,NA
Plant Disease,Plant Dis,2018,129,Emerson,10.1094/PDIS-04-17-0593-RE,"NA
",3.268,BOTH,2,Applied,FALSE,2,2,0,0,SAS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Disease,Plant Dis,2014,60,Zach,10.1094/pdis-05-13-0492-re,NA,3.268,BOTH,2,Applied,TRUE,2,2,0,0,"Sequencher, Clustal X, BLAST, MEGA, PAUP, SAS",ARTICLE,Adesemoye_2014,NA,NA,"A. O. Adesemoye, J. S. Mayorquin, D. H. Wang, M. Twizeyimana, S. C. Lynch, A. Eskalen",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,55--61,Scientific Societies,NA,NA,Identification of Species of \textit{{Botryosphaeriaceae}} Causing Bot Gummosis in Citrus in California,NA,98,https://doi.org/10.1094%2Fpdis-05-13-0492-re,NA,NA
Plant Disease,Plant Dis,2018,130,Emerson,10.1094/PDIS-05-17-0689-RE,next article,3.268,BOTH,2,Applied,FALSE,0,0,0,0,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Disease,Plant Dis,2015,150,Emerson,10.1094/pdis-06-14-0572-re,NA,3.268,BOTH,2,Applied,TRUE,0,0,0,0,NA,ARTICLE,Wang_2015,NA,NA,"Xuefeng Wang, Harsha Doddapaneni, Jianchi Chen, Raymond K. Yokomi",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,149--154,Scientific Societies,NA,NA,Improved Real-Time {PCR} Diagnosis of Citrus Stubborn Disease by Targeting Prophage Genes of \textit{{Spiroplasma citri}},NA,99,https://doi.org/10.1094%2Fpdis-06-14-0572-re,NA,NA
Plant Disease,Plant Dis,2013,124,Emerson,10.1094/pdis-07-12-0646-re,"No page numbers, articles selected at random",NA,BOTH,2,Applied,FALSE,2,2,0,0,SAS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Disease,Plant Dis,2015,121,Emerson,10.1094/pdis-09-13-0936-re,NA,3.268,BOTH,2,Applied,FALSE,2,2,0,0,SAS,ARTICLE,Kunwar_2015,NA,NA,"Sanju Kunwar, Mathews L. Paret, Stephen M. Olson, Laura Ritchie, Jimmy R. Rich, Josh Freeman, Theodore McAvoy",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,119--124,Scientific Societies,NA,NA,Grafting Using Rootstocks with Resistance to \textit{{Ralstonia solanacearum}} Against \textit{{Meloidogyne incognita}} in Tomato Production,NA,99,https://doi.org/10.1094%2Fpdis-09-13-0936-re,NA,NA
Plant Disease,Plant Dis,2013,110,Emerson,10.1094/pdis-12-11-1071-re,"No page numbers, articles selected at random",NA,BOTH,2,Applied,FALSE,2,2,0,0,SAS,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Disease,Plant Dis,2015,96,Emerson,10.1094/pdis-12-13-1257-re,NA,3.268,BOTH,2,Applied,FALSE,2,2,0,0,SAS,ARTICLE,Bhuiyan_2015,NA,NA,"Shamsul A. Bhuiyan, Barry J. Croft, Joanne K. Stringer, Emily C. Deomano",NA,NA,NA,NA,NA,NA,NA,NA,jan,NA,1,NA,93--99,Scientific Societies,NA,NA,"Pathogenic Variation in Spore Populations of \texit{{Sporisorium scitamineum}}, Causal Agent of Sugarcane Smut in {Australia}",NA,99,https://doi.org/10.1094%2Fpdis-12-13-1257-re,NA,NA
Plant Disease,Plant Dis,2018,35,Kaique,10.1094/PDIS-01-17-0062-RE,"Original random number a review, selected next article",3.77,BOTH,2,Fundamental,TRUE,2,3,0,0,"POPGENE, ARLEQUIN, MULTILOCUS, STRUCTURE",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Disease,Plant Dis,2017,13,Kaique,10.1094/PDIS-02-16-0144-RE,NA,3.469,BOTH,2,Fundamental,TRUE,3,2,0,0,"SAS, QGene",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Disease,Plant Dis,2017,41,Kaique,10.1094/PDIS-03-16-0332-RE,NA,3.469,BOTH,2,Fundamental,TRUE,2,2,0,0,"Clustal W, MEGA",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Disease,Plant Dis,2017,113,Kaique,10.1094/PDIS-04-16-0527-RE,NA,3.469,BOTH,2,Fundamental,FALSE,1,2,0,0,"Clustal X, Treeview, RDP4",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plant Health Progress,Plant Health Progress,2018,137,Kaique,10.1094/PHP-01-18-0005-BR,"Original random number a review, selected next available article",NA,BOTH,2,Applied,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
