"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"B8EB5EHF","journalArticle","2014","Romay, G.; Lecoq, H.; Geraud-Pouey, F.; Chirinos, D. T.; Desbiez, C.","Current status of cucurbit viruses in Venezuela and characterization of Venezuelan isolates of Zucchini yellow mosaic virus","Plant Pathology","","1365-3059","10.1111/ppa.12072","http://dx.doi.org/10.1111/ppa.12072","","2014","2017-04-11 08:32:48","2017-04-11 08:32:48","","78-87","","1","63","","","","","","","","","","","","","","","","","bibtex: PPA:PPA12072  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/ppa.12072]","","","","begomovirus; cucurbit; potyvirus; variability; ZYMV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IZK6CQZX","journalArticle","2014","Pan, X.; Li, Y.; Zhang, H.; Huang, R.; Liu, W.; Ming, J.; Liu, S.; Li, X.","Expression of signalling and defence-related genes mediated by over-expression of JERF1, and increased resistance to sheath blight in rice","Plant Pathology","","1365-3059","10.1111/ppa.12064","http://dx.doi.org/10.1111/ppa.12064","","2014","2017-04-11 08:32:48","2017-04-11 08:32:48","","109-116","","1","63","","","","","","","","","","","","","","","","","bibtex: PPA:PPA12064  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/ppa.12064]","","","","Defence-related genes; expression; JERF1; rice; sheath blight; signalling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SENDM28F","journalArticle","2014","Lebreton, L.; Daval, S.; Guillerm-Erckelboudt, A.-Y.; Gracianne, C.; Gazengel, K.; Sarniguet, A.","Sensitivity to pH and ability to modify ambient pH of the take-all fungus Gaeumannomyces graminis var. tritici","Plant Pathology","","1365-3059","10.1111/ppa.12062","http://dx.doi.org/10.1111/ppa.12062","","2014","2017-04-11 08:32:48","2017-04-11 08:32:48","","117-128","","1","63","","","","","","","","","","","","","","","","","bibtex: PPA:PPA12062  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/ppa.12062]","","","","alkalinization; mycelium growth rate; pH; population; root disease; soil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2JXMXJG2","journalArticle","2014","Troch, V.; Audenaert, K.; Vanheule, A.; Bekaert, B.; Höfte, M.; Haesaert, G.","The importance of non-penetrated papillae formation in the resistance response of triticale to powdery mildew (Blumeria graminis)","Plant Pathology","","1365-3059","10.1111/ppa.12085","http://dx.doi.org/10.1111/ppa.12085","","2014","2017-04-11 08:32:48","2017-04-11 08:32:48","","129-139","","1","63","","","","","","","","","","","","","","","","","bibtex: PPA:PPA12085  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/ppa.12085]","","","","Blumeria graminis; hypersensitive response (HR); papillae; phenolics; triticale","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QG2MK8US","journalArticle","2014","Mas, M. T.; Verdú, A. M. C.","Within-population variation in resistance of Digitaria sanguinalis to Ustilago syntherismae resulting from different modes of seed germination and environment","Plant Pathology","","1365-3059","10.1111/ppa.12084","http://dx.doi.org/10.1111/ppa.12084","","2014","2017-04-11 08:32:48","2017-04-11 08:32:48","","140-147","","1","63","","","","","","","","","","","","","","","","","bibtex: PPA:PPA12084  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/ppa.12084]","","","","large crabgrass; mesocotyl; qualitative resistance; quantitative resistance; seedling infection; Ustilago syntherismae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCC8T6R8","journalArticle","2015","Schneebeli, K.; Mathesius, U.; Watt, M.","Brachypodium distachyon is a pathosystem model for the study of the wheat disease rhizoctonia root rot","Plant Pathology","","1365-3059","10.1111/ppa.12227","http://dx.doi.org/10.1111/ppa.12227","","2015","2017-04-11 08:32:48","2017-04-11 08:32:48","","91-100","","1","64","","","","","","","","","","","","","","","","","bibtex: PPA:PPA12227  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/ppa.12227]","","","","Brachypodium; plant--pathogen interaction; Rhizoctonia solani","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JRV7QNGH","journalArticle","2015","Almquist, C.; Wallenhammar, A.-C.","Monitoring of plant and airborne inoculum of Sclerotinia sclerotiorum in spring oilseed rape using real-time PCR","Plant Pathology","","1365-3059","10.1111/ppa.12230","http://dx.doi.org/10.1111/ppa.12230","","2015","2017-04-11 08:32:48","2017-04-11 08:32:48","","109-118","","1","64","","","","","","","","","","","","","","","","","bibtex: PPA:PPA12230  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/ppa.12230]","","","","disease risk assessment; qPCR; Sclerotinia stem rot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A68QXIJG","journalArticle","2013","Zhang, Lisha; van Kan, Jan A. L.","Botrytis cinerea mutants deficient in d-galacturonic acid catabolism have a perturbed virulence on Nicotiana benthamiana and Arabidopsis, but not on tomato","Molecular Plant Pathology","","1364-3703","10.1111/j.1364-3703.2012.00825.x","http://dx.doi.org/10.1111/j.1364-3703.2012.00825.x","","2013","2017-04-11 08:32:49","2017-04-11 08:32:49","","19-29","","1","14","","","","","","","","","","","","","","","","","bibtex: MPP:MPP825  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/j.1364-3703.2012.00825.x]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A45SE4I2","journalArticle","2013","Ramos, Brisa; González-Melendi, Pablo; Sánchez-Vallet, Andrea; Sánchez-Rodríguez, Clara; López, Gemma; Molina, Antonio","Functional genomics tools to decipher the pathogenicity mechanisms of the necrotrophic fungus Plectosphaerella cucumerina in Arabidopsis thaliana","Molecular Plant Pathology","","1364-3703","10.1111/j.1364-3703.2012.00826.x","http://dx.doi.org/10.1111/j.1364-3703.2012.00826.x","","2013","2017-04-11 08:32:49","2017-04-11 08:32:49","","44-57","","1","14","","","","","","","","","","","","","","","","","bibtex: MPP:MPP826  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/j.1364-3703.2012.00826.x]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"424Z9HRR","journalArticle","2013","Liu, Xin; Jiang, Jinhua; Yin, Yanni; Ma, Zhonghua","Involvement of FgERG4 in ergosterol biosynthesis, vegetative differentiation and virulence in Fusarium graminearum","Molecular Plant Pathology","","1364-3703","10.1111/j.1364-3703.2012.00829.x","http://dx.doi.org/10.1111/j.1364-3703.2012.00829.x","","2013","2017-04-11 08:32:49","2017-04-11 08:32:49","","71-83","","1","14","","","","","","","","","","","","","","","","","bibtex: MPP:MPP829  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/j.1364-3703.2012.00829.x]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BHKBPFBH","journalArticle","2012","Bedimo, J. A. Mouen; Cilas, C.; Nottéghem, J. L.; Bieysse, D.","Effect of temperatures and rainfall variations on the development of coffee berry disease caused by Colletotrichum kahawae","Crop Protection","","0261-2194","http://doi.org/10.1016/j.cropro.2011.09.010","http://www.sciencedirect.com/science/article/pii/S0261219411003024","Arabica coffee production in Africa is greatly affected by coffee berry disease (CBD), caused by Colletotrichum kahawae. This disease is specific to green berries and leads to 60--80% harvest losses under conditions conducive to the development of the pathogen. Agricultural practices, combined with chemical control involving 8--12 annual fungicide applications, are known to be very effective against CBD, especially in high altitude regions (gt;1600 m) where the most damaged coffee farms are found. Temperatures and rainfall may be key factors in the development of {CBD} epidemics. Therefore, an epidemiological study was conducted on smallholding coffee farms in Cameroon, to assess the dependence of disease development on variations in these climatic factors. Cross-correlations between disease severity and climatic parameters recorded weekly were estimated over two successive years (2004--2005), revealing a significant increase in disease severity in line with decreasing temperatures (minimum or maximum). They also indicated a large variation in disease severity depending on the number of raining days during berry growth. However, no significant correlation was found with the quantity of rainfall over the two years of observations. Thus, temperatures and rainfall distribution appear to be the key climatic parameters that favor the development of {CBD} epidemics. These results suggest that temperature and rainfall parameters might be very useful for establishing predictive models to optimize effective {CBB} control in areas with a high disease incidence.","2012","2017-04-11 08:32:49","2017-04-11 08:32:49","","125 - 131","","1","31","","","","","","","","","","","","","","","","","bibtex: MouenBedimo2012125  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://www.sciencedirect.com/science/article/pii/S0261219411003024;bdsk-url-2=http://doi.org/10.1016/j.cropro.2011.09.010]","","","","analysis; series; Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DFR79HIQ","journalArticle","2012","Gnanamangai, Balasubramanian Mythili; Ponmurugan, Ponnusamy","Evaluation of various fungicides and microbial based biocontrol agents against bird's eye spot disease of tea plants","Crop Protection","","0261-2194","http://doi.org/10.1016/j.cropro.2011.10.001","http://www.sciencedirect.com/science/article/pii/S0261219411003231","A field experiment was conducted to study the efficacy of six fungicides comprising contact, systemic and botanical fungicides and three biocontrol agents for the management of bird's eye spot disease in tea plantations. Among 16 treatments, systemic fungicides were found to be superior to biocontrol agents in controlling the disease whereas the maximum green leaf yield was significantly increased in those applied with biocontrol agents. On the whole, Streptomyces sannanensis offered the maximum yield of 3998 kg ha−1 made tea followed by Trichoderma harzianum (3884 kg ha−1 made tea). Between the two different carrier materials evaluated for the application of biocontrol agents, vermicompost-based bioformulation showed better efficacy than talc-based formulation. Of the three (bacteria, fungi and actinomycetes) groups of biocontrol agents, S. sannanensis was better than Pseudomonas fluorescens and Trichoderma atroviride belonging to bacterial and fungal antagonists; respectively in terms of disease protection and increasing yield potential. Similarly, the biometric, physiological and biochemical parameters were also increased in plants greatly after imposing various treatments. Plucking surface of the bush, number of plucking points per unit area, internodal length, leaf moisture and dry matter contents were found higher in plots applied with biocontrol agents than those treated with fungicides. Almost all of the tea quality parameters such as total liquor colour, thearubigins, theaflavins, highly polymerized substance and caffeine were significantly improved in biocontrol treated plants. Theaflavin and thearubigin contents were increased in the range of 9.00--9.57% and 1.27--1.54% respectively in vermin based treatment. Similarly the amount of caffeine content (3.66--4.08%) and flavour index (4.18--5.31%) were considerably enhanced.","2012","2017-04-11 08:32:49","2017-04-11 08:32:49","","111 - 118","","","32","","","","","","","","","","","","","","","","","bibtex: Gnanamangai2012111  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://www.sciencedirect.com/science/article/pii/S0261219411003231;bdsk-url-2=http://doi.org/10.1016/j.cropro.2011.10.001]","","","","quality; Tea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4JGGBUU6","journalArticle","2013","Veromann, Eve; Toome, Merje; Kännaste, Astrid; Kaasik, Riina; Copolovici, Lucian; Flink, Jaak; Kovács, Gabriella; Narits, Lea; Luik, Anne; Niinemets, Ülo","Effects of nitrogen fertilization on insect pests, their parasitoids, plant diseases and volatile organic compounds in Brassica napus","Crop Protection","","0261-2194","http://doi.org/10.1016/j.cropro.2012.09.001","http://www.sciencedirect.com/science/article/pii/S0261219412002499","Nitrogen (N) availability is a key factor influencing the yield of Brassica napus L. Thus, mineral fertilization is widely used to improve the quality and quantity of seeds. In this study, we conducted field experiments to determine the impact of nitrogen fertilization on B. napus pests, their parasitoids and plant diseases. The results showed that N treatment had an impact on the abundance of pollen beetles (Meligethes aeneus Fab.) and cabbage seed weevils (Ceutorhynchus obstrictus Marsh.) as well as dark spot disease (Alternaria brassicae (Berk.) Sacc.). Since pest abundance was not correlated with the flower and silique numbers, the feeding and oviposition sites, plant smell bouquets were analysed to determine potentially attractive or repellent volatile organic compounds. We detected 19 different compounds among which acetic acid and several lipoxygenase pathway products were emitted at higher levels from N-treated plants. Emission of a few other terpenoid compounds was correlated with the pest abundance in field conditions. Abundance of parasitoids of both pests was related to the host availability rather than to the fertilization treatment. Therefore, we suggest that plant chemical cues play a minor role in localization of hosts in close proximity to parasitoid. Dark spot disease levels decreased with increasing N availability, possibly reflecting enhanced emissions of acetic acid, a known antifungal volatile. This study demonstrates the effects of N fertilization on bud and flower volatile bouquets, which might play a role in B. napus insect pest host selection and in resistance to fungal plant diseases. Further studies are necessary to investigate the behavioural responses of insects to the changed volatile bouquets.","2013","2017-04-11 08:32:49","2017-04-11 08:32:49","","79 - 88","","","43","","","","","","","","","","","","","","","","","bibtex: Veromann201379  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://www.sciencedirect.com/science/article/pii/S0261219412002499;bdsk-url-2=http://doi.org/10.1016/j.cropro.2012.09.001]","","","","oilseed; rape; Winter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C2TNCNE4","journalArticle","2013","Qin, Junhao; He, Hongzhi; Luo, Shiming; Li, Huashou","Effects of rice-water chestnut intercropping on rice sheath blight and rice blast diseases","Crop Protection","","0261-2194","http://doi.org/10.1016/j.cropro.2012.09.009","http://www.sciencedirect.com/science/article/pii/S0261219412002578","Both sheath blight and blast are important rice diseases worldwide. The exploration of environmentally sound practices to control these diseases will help to reduce fungicide application. Effects of rice (Oryza sativa) intercropping with water chestnut (Eleocharis dulcis) on rice sheath blight and rice blast disease as well as the extracts of different plant parts and root exudates from water chestnut on pathogens of rice sheath blight (Rhizoctonia solani) and rice blast disease (Magnaporthe oryzae) were investigated using pot experiments and bioassay tests. The results from pot tests showed that rice-water chestnut intercropping system suppressed sheath blight and blast and improved land equivalent ratio (LER). The results from bioassay tests indicated that extracts and root exudates from water chestnut had significant effects to inhibit the expansion of these pathogens. The scales of these inhibitions were time and concentration dependent. The antifungal activities of the extracts from aboveground parts and pulp of water chestnut were significantly higher than the extracts from other parts and root exudates. The water extracts of aboveground parts showed the highest antifungal activity on both pathogens according to {EC50} values. The antifungal activities of the same extracts from water chestnut on R. solani were significantly higher than on M. oryzae. The result suggests that water chestnut possesses bioactive substances to suppress rice sheath blight disease and rice blast disease. The rice-water chestnut intercropping system can be used as an environment-friendly method for diseases control in rice field.","2013","2017-04-11 08:32:49","2017-04-11 08:32:49","","89 - 93","","","43","","","","","","","","","","","","","","","","","bibtex: Qin201389  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://www.sciencedirect.com/science/article/pii/S0261219412002578;bdsk-url-2=http://doi.org/10.1016/j.cropro.2012.09.009]","","","","activity; Antifungal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NCBVF6EZ","journalArticle","2014","Collange, Béatrice; Navarrete, Mireille; Montfort, Françoise; Mateille, Thierry; Tavoillot, Johannes; Martiny, Bernard; Tchamitchian, Marc","Alternative cropping systems can have contrasting effects on various soil-borne diseases: Relevance of a systemic analysis in vegetable cropping systems","Crop Protection","","0261-2194","http://doi.org/10.1016/j.cropro.2013.10.002","http://www.sciencedirect.com/science/article/pii/S0261219413002354","Abstract Vegetable production makes an intensive use of pesticides, and a major challenge is to build alternative cropping systems that can control pests and diseases with fewer uses of chemical products. An on-farm analysis was conducted in Southeast France to assess the efficacy of several cropping systems in simultaneously controlling two major pests: root-knot nematodes (Meloidogyne spp.) and lettuce drop due to Sclerotinia sclerotiorum. Ten cropping systems resulting from the combinations of three crop sequences and two alternative techniques, solarization and green manure, were assessed during two years. The use of solarization once a year or once every two years limited the occurrence of S. sclerotiorum. Sorghum green manure tended to increase S. sclerotiorum incidence; the effect was positively correlated with green manure duration. Especially when no vegetable was cropped in summer, the green manure crop duration was lengthened and this probably created soil conditions favorable to the development of the fungus. The incidence of root-knot nematodes was largely dependent on crop rotation: a melon crop in summer increased its incidence on the subsequent lettuce crops whereas a summer sorghum cover crop had no effect. The cropping systems that limited Sclerotinia development in soil tended to support the root-knot nematode populations. These results should motivate farmers and advisers to adopt a systemic analysis and take into account the various interactions among inoculum level, soil characteristics, crop rotations, and technical management options for designing sustainable vegetable production systems.","2014","2017-04-11 08:32:49","2017-04-11 08:32:49","","7 - 15","","","55","","","","","","","","","","","","","","","","","bibtex: Collange20147  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://www.sciencedirect.com/science/article/pii/S0261219413002354;bdsk-url-2=http://doi.org/10.1016/j.cropro.2013.10.002]","","","","nematode; Root-knot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DE7AXSVV","journalArticle","2014","Mimee, Benjamin; Andersen, Roxane; Bélair, Guy; Vanasse, Anne; Rott, Mike","Impact of quarantine procedures on weed biodiversity and abundance: Implications for the management of the golden potato cyst nematode, Globodera rostochiensis","Crop Protection","","0261-2194","http://doi.org/10.1016/j.cropro.2013.10.003","http://www.sciencedirect.com/science/article/pii/S0261219413002366","Abstract In 2006, the golden nematode, Globodera rostochiensis, a regulated pest causing heavy losses in potato fields was discovered in Quebec, Canada. The rapid application of quarantine measures by the Canadian Food Inspection Agency significantly changed the use and management of infested fields. The objectives of this study were to assess the evolution of weed populations following these measures and assess their impact on the management of G. rostochiensis. A comparison of weed inventories conducted in 2008 and 2011 on the edges of the affected fields has shown that the composition of the flora had changed considerably. Alarmingly, the presence of Solanaceae that could potentially serve as host plants for the potato cyst nematode increased significantly. The biodiversity index was also significantly affected by this change and decreased by more than 50% between the two years. Interestingly, the lowest biodiversity was observed in one of the few fields where potatoes were grown in 2011 and where an explosion of Solanum sarrachoides was observed. Meanwhile, eight species of nightshade were evaluated for their ability to support the growth of G. rostochiensis. Solanum villosum allowed the greatest rates of reproduction while only a few cysts were produced on Solanum nigrum and Solanum dulcamara. This study has shown that the modifications in weed control regimes associated with the implementation of quarantine procedures could hamper its success by favouring the multiplication of potential pest refuges.","2014","2017-04-11 08:32:49","2017-04-11 08:32:49","","21 - 27","","","55","","","","","","","","","","","","","","","","","bibtex: Mimee201421  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://www.sciencedirect.com/science/article/pii/S0261219413002366;bdsk-url-2=http://doi.org/10.1016/j.cropro.2013.10.003]","","","","Solanum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CP2XZMUF","journalArticle","2016","Mugisa, I. O.; Karungi, J.; Akello, B.; Ochwo-Ssemakula, M. K. N.; Biruma, M.; Okello, D. K.; Otim, G.","Determinants of groundnut rosette virus disease occurrence in Uganda","Crop Protection","","0261-2194","http://doi.org/10.1016/j.cropro.2015.10.019","http://www.sciencedirect.com/science/article/pii/S0261219415301459","Abstract Groundnut rosette virus disease (GRVD) is the major constraint to groundnut (Arachis hypogaea) production in Uganda. It is principally transmitted by the groundnut aphid (Aphis craccivora Koch). The disease is known to cause total crop failure in cases where susceptible varieties are used. During any particular season, {GRVD} displays variations in incidence and severity in different agro-ecologies within the country, but the reasons for the varying disease patterns remain unclear. This study was aimed at establishing the factors influencing the occurrence of {GRVD} in Uganda. Trials were established for three seasons in four groundnut growing locations situated in different agro-ecologies in Uganda. Four groundnut genotypes were used as treatments in a randomized complete block design with four replications. Disease progress and aphid populations were assessed at 4, 8 and 12 weeks after planting. Data on environmental factors; particularly rainfall, temperature and wind speed were obtained from standard meteorological stations located at/near the study sites. Soil samples and yield data were also obtained in each season. The study revealed that disease incidence; severity and groundnut yields were significantly affected by season, location and genotype. The same applied to their three way interactions. Levels of disease infection were found to be majorly influenced by rainfall and wind speed. Disease incidence and severity were generally higher in conditions with less rainfall and low wind speeds. The Pearson's two tailed correlation between total rainfall and disease incidence for all trial sites was negative and highly significant (r = −0.280, P ≤ 0.01). The same was true for wind speed and disease incidence (r = −0.476, P ≤ 0.01). However, there was no conclusive trend between temperature and disease incidence with the Pearson's two tailed correlation showing significantly positive and negative trends depending on location.","2016","2017-04-11 08:32:49","2017-04-11 08:32:49","","117 - 123","","","79","","","","","","","","","","","","","","","","","bibtex: Mugisa2016117  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://www.sciencedirect.com/science/article/pii/S0261219415301459;bdsk-url-2=http://doi.org/10.1016/j.cropro.2015.10.019]","","","","speed; Wind","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8EIRZ5Z","journalArticle","2012","Yaqoob, Nadeem; Yakovlev, Igor A.; Krokene, Paal; Kvaalen, Harald; Solheim, Halvor; Fossdal, Carl Gunnar","Defence-related gene expression in bark and sapwood of Norway spruce in response to Heterobasidion parviporum and methyl jasmonate","Physiological and Molecular Plant Pathology","","0885-5765","http://doi.org/10.1016/j.pmpp.2011.11.001","http://www.sciencedirect.com/science/article/pii/S0885576511001147","We compared gene expression in Norway spruce secondary phloem (bark) and developing xylem (sapwood) in response to the necrotrophic pathogen Heterobasidion parviporum, wounding and methyl jasmonate (MeJ). The pathogen induced systemic and local up-regulation of PaPX3, PaPX2 and PaChi4 in both bark and sapwood that returned to constitutive levels as the plants recovered from the infection, whereas the local responses to MeJ were similar in both tissues but was longer lasting for PaPX3 and PaChi4. Genes involved in lignin biosynthesis (PaPAL1, PaPAL2, PaC4H3/5 and PaHCT1) were up-regulated locally in the bark in response to pathogen and wounding whereas MeJ induced a similar but stronger local response. The ethylene biosynthesis related transcripts PaACO and PaACS did not increase in response to MeJ treatment or the pathogen, however it increased both locally and systemically as a response to wounding in the sapwood. These results demonstrate that the local and systemic host responses to pathogen infection and wounding largely correspond and reveal striking similarities between the local response to a necrotroph, wounding and MeJ treatment in both bark and living wood.","2012","2017-04-11 08:32:49","2017-04-11 08:32:49","","10 - 16","","1","77","","","","","","","","","","","","","","","","","bibtex: Yaqoob201210  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://www.sciencedirect.com/science/article/pii/S0885576511001147;bdsk-url-2=http://doi.org/10.1016/j.pmpp.2011.11.001]","","","","Norway; spruce","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7B54672T","journalArticle","2012","Wallis, Christopher M.; Chen, Jianchi; Civerolo, Edwin L.","Zebra chip-diseased potato tubers are characterized by increased levels of host phenolics, amino acids, and defense-related proteins","Physiological and Molecular Plant Pathology","","0885-5765","http://doi.org/10.1016/j.pmpp.2012.02.001","http://www.sciencedirect.com/science/article/pii/S0885576512000173","Little is known about specific host chemistry effects on zebra chip disease symptom development in potatoes (Solanum tuberosum). This research compared chemical profiles and defense-related enzyme levels between non-symptomatic and zebra chip-symptomatic potato tubers. Levels of phenolics, five amino acids, peroxidases, polyphenol oxidases, chitinases, and β-1,3-glucanases were greater in symptomatic tubers than non-symptomatic tubers, and many of these compounds also were positively correlated with zebra chip disease severity. `Candidatus Liberibacter solanacearum' was consistently present in symptomatic tubers. However, the lack of associations between titers and tuber chemistry suggests a complicated relationship between this bacterium and zebra chip symptoms.","2012","2017-04-11 08:32:49","2017-04-11 08:32:49","","66 - 72","","","78","","","","","","","","","","","","","","","","","bibtex: Wallis201266  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://www.sciencedirect.com/science/article/pii/S0885576512000173;bdsk-url-2=http://doi.org/10.1016/j.pmpp.2012.02.001]","","","","`Candidatus; Liberibacter; solanacearum'","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U8CWIF39","journalArticle","2012","Steimetz, Emilie; Trouvelot, Sophie; Gindro, Katia; Bordier, Adeline; Poinssot, Benoît; Adrian, Marielle; Daire, Xavier","Influence of leaf age on induced resistance in grapevine against Plasmopara viticola","Physiological and Molecular Plant Pathology","","0885-5765","http://doi.org/10.1016/j.pmpp.2012.05.004","http://www.sciencedirect.com/science/article/pii/S0885576512000392","Sulfated laminarin (PS3) has previously been shown to induce resistance of grapevine leaves against the oomycete Plasmopara viticola, the causal agent of grape downy mildew. Here, we observed that the level of PS3-induced resistance (PS3-IR) was higher in the adult leaf (in position P3) than in the younger, not fully expanded leaf (in position P1, located above P3). By investigating grapevine defense reactions upon {PS3} treatment and inoculation, we found that the production of H2O2, of phytoalexins, and the deposition of phenolics were more abundant in {P3} than in {P1} leaves. In addition, {PS3} significantly reduced stomatal colonization by zoospores only in {P3} leaves. Thus, the capacity of an adult leaf to express a higher level of defense reactions during PS3-IR may partly explain why it exhibits a more elevated resistance when compared to a young leaf, still in growth. These findings have likely practical consequences in induced resistance application.","2012","2017-04-11 08:32:49","2017-04-11 08:32:49","","89 - 96","","","79","","","","","","","","","","","","","","","","","bibtex: Steimetz201289  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://www.sciencedirect.com/science/article/pii/S0885576512000392;bdsk-url-2=http://doi.org/10.1016/j.pmpp.2012.05.004]","","","","development; Plant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
